"","Control_1","Control_2","Control_3","ZIKV_1","ZIKV_2","ZIKV_3"
"163732",1004,763,445,989,1364,840
"1503",6071,4113,3052,4806,5314,2975
"100507178",207,138,102,224,236,135
"200172",226,167,117,252,233,151
"22955",674,491,332,498,536,304
"100132074",57,38,30,34,67,35
"101929901",4,5,3,6,3,7
"105378678",14,15,15,8,9,14
"1907",115,69,54,84,110,53
"59269",100,60,57,115,102,46
"2981",40,36,32,30,37,24
"2980",2,1,1,3,3,0
"22887",1485,986,679,1321,1364,712
"284716",284,218,127,113,167,95
"84217",43,33,14,22,28,17
"728621",308,233,159,235,281,164
"79717",1502,1074,697,978,1165,598
"10465",1204,869,672,721,927,547
"4904",32974,26111,17378,15596,21134,13141
"149461",1,6,4,7,11,5
"64175",1983,1440,865,1306,1350,790
"79078",226,197,119,213,240,132
"105378683",4,5,1,9,2,1
"100129924",18,9,9,22,21,23
"107984946",3,4,2,1,4,2
"374969",256,166,107,129,174,82
"114625",547,357,275,305,321,223
"51058",447,326,222,380,381,243
"339539",0,5,2,2,5,4
"6513",4835,3209,2324,3255,3742,2178
"440584",10,16,8,21,7,7
"440585",16,4,3,9,17,9
"10969",5250,4279,2826,3638,4262,2441
"102465439",6,5,3,2,4,6
"149465",26,15,13,195,240,133
"105378685",3,2,2,3,5,1
"128218",0,0,0,0,1,1
"149466",0,0,0,6,2,3
"7075",1,1,0,1,2,0
"4352",17,21,11,17,28,14
"105378687",23,30,13,29,31,23
"991",4819,3679,2616,2883,3130,1820
"64834",5787,4143,2877,3438,4248,2434
"102466723",9,5,3,12,9,6
"112268225",51,23,22,40,57,39
"112950",929,726,500,796,751,458
"107984947",158,111,86,98,117,64
"23334",1016,635,433,755,895,506
"100873952",54,32,26,36,52,23
"102465440",0,0,1,0,0,0
"81888",322,222,176,238,322,194
"5792",11793,7359,5319,6291,6720,4138
"9682",1678,1093,831,1474,1424,849
"100132774",271,166,114,197,193,121
"6487",180,150,107,172,180,108
"101929592",1,0,3,0,4,0
"9048",47,30,23,34,61,23
"105378688",31,21,23,28,40,32
"101929609",122,82,65,79,87,69
"9670",1236,895,675,785,897,471
"1802",1379,952,671,1035,1140,610
"533",4429,3510,2299,3220,3556,1833
"8704",1964,1500,1107,1213,1554,924
"149473",297,242,174,240,275,134
"6536",918,609,430,611,795,448
"107984948",29,16,15,16,25,19
"128209",52,27,28,29,39,27
"105378952",0,0,0,3,1,1
"55929",1215,934,680,936,1034,560
"79033",1750,1283,936,987,1116,650
"100874278",28,22,9,24,29,8
"55182",1432,1043,768,795,953,572
"107984950",476,340,251,270,306,182
"79639",221,166,123,131,184,82
"109623472",0,2,0,0,0,0
"339541",71,48,31,40,48,27
"105378690",16,10,9,11,10,4
"26828",2,1,3,0,2,0
"26830",0,1,0,2,4,3
"11004",2106,1464,1041,1252,1345,860
"109623476",7,2,4,3,8,3
"6202",16488,13438,9516,10744,13494,7538
"26811",40,31,24,76,86,54
"94161",18,7,4,16,18,10
"94162",13,8,10,20,20,12
"94163",26,22,14,45,34,25
"266675",12,7,9,23,25,22
"1263",341,256,159,636,627,352
"343521",48,28,19,90,76,41
"149478",206,134,82,210,215,112
"107984952",30,17,12,40,43,18
"8643",94,58,51,87,113,44
"8891",1083,733,484,667,763,426
"79654",1702,1128,842,986,1088,648
"7389",999,763,551,646,725,398
"57643",207,144,110,139,155,94
"105378691",10,6,3,4,13,8
"400752",9,6,3,5,13,7
"84842",69,64,38,42,56,21
"4595",657,558,361,554,670,334
"114034",638,419,326,466,483,289
"10420",29,27,20,59,68,30
"126661",104,69,54,82,113,68
"25974",5760,4785,3261,3479,4413,2436
"5052",34214,27591,18853,18426,24329,14128
"10327",2185,1642,1100,1483,1508,794
"4678",5266,3563,2596,3470,3995,2288
"149483",41,35,28,82,78,47
"60313",1883,1284,941,1581,1769,937
"728963",37,14,18,21,37,12
"51249",537,373,276,495,566,268
"3652",419,291,194,224,233,157
"23139",2594,1761,1215,1578,1805,1100
"105378694",2,4,3,5,3,2
"110117499",91,60,39,254,256,149
"8503",106,73,48,306,328,179
"101929626",2,4,4,7,1,3
"10103",106,64,52,61,72,57
"55624",2795,1845,1340,1763,1973,1070
"541468",1,1,1,0,1,0
"8438",794,528,357,526,574,318
"10489",2007,1506,1086,1652,1734,1002
"7388",4774,3784,2879,2945,3702,2150
"387338",925,656,475,781,889,507
"2166",88,60,46,73,104,62
"729041",21,15,24,21,30,25
"101929651",1,0,0,0,0,0
"127343",204,110,82,93,114,66
"105378696",0,0,0,0,0,1
"100507423",128,62,48,100,95,47
"8569",813,512,321,674,710,402
"148932",225,155,93,485,518,252
"105378697",1,2,1,4,3,0
"64756",1893,1430,916,1014,1035,675
"374973",1,2,0,2,2,0
"100130197",39,28,30,20,31,20
"9813",1851,1189,861,1220,1224,731
"105378698",2,3,3,1,4,3
"105378699",0,0,0,0,1,1
"1580",2,0,0,4,13,8
"260293",1,3,0,1,1,0
"199974",0,1,0,0,2,2
"284541",0,0,0,0,1,0
"105378701",3,2,3,10,9,4
"100874253",18,15,15,15,18,8
"10158",205,159,109,162,172,90
"6886",1,0,4,2,3,2
"6491",1098,706,496,774,812,469
"51727",4263,3071,2103,2534,2771,1531
"102724077",20,6,9,11,7,15
"2301",1,0,0,0,4,3
"84793",173,144,117,133,141,94
"2306",107,90,57,49,46,30
"388630",107,74,44,72,80,43
"105379778",3,0,0,2,4,1
"391037",0,1,0,2,1,1
"200010",134,78,59,46,54,36
"54558",130,78,45,77,106,49
"84871",1,1,0,0,3,1
"79656",0,0,0,0,1,5
"107984954",0,0,0,0,1,0
"1996",5,0,2,1,4,3
"63950",17,13,15,29,37,11
"105378714",1,0,1,13,11,1
"11124",1727,1201,953,1309,1271,731
"105378715",12,10,4,6,10,5
"1031",1869,1328,980,2048,2267,1335
"284546",0,0,0,0,1,0
"105378716",2,0,1,5,3,1
"26994",1652,1068,792,1158,1358,681
"22996",267,194,123,128,125,89
"102724097",3,1,1,0,1,0
"2060",1018,698,518,667,744,452
"105378720",3,1,1,11,5,4
"441884",0,0,0,2,3,1
"105378719",1,0,0,0,0,2
"114883",2637,1912,1298,1559,1752,967
"4898",6289,4459,2891,4610,4608,2544
"100313892",15,11,9,13,16,9
"5865",557,341,280,256,279,159
"51060",3780,2885,1904,2301,2715,1439
"112970",255,186,123,236,270,111
"104355143",3,0,2,0,0,2
"91408",1476,983,692,947,1066,537
"107984956",0,0,0,1,1,2
"9372",815,522,366,468,518,303
"200014",1509,953,763,1225,1242,742
"4998",810,574,382,603,538,362
"84950",1534,992,764,1190,1384,742
"23318",1255,794,511,748,869,479
"105378723",6,2,4,7,4,5
"2882",1,0,2,4,1,1
"348378",3,4,1,1,1,2
"65260",1306,978,697,765,911,521
"79699",855,526,395,604,599,340
"440590",89,67,43,59,68,42
"55268",916,618,392,473,645,333
"6342",3082,2070,1544,1666,1968,1027
"127435",0,2,1,0,0,0
"6512",3,1,2,5,0,8
"105378724",0,0,0,0,1,1
"1376",930,693,501,659,717,377
"54987",920,774,477,638,812,469
"4116",1238,973,716,855,1200,722
"100507564",65,51,38,39,41,21
"7804",1834,1054,762,1105,1083,632
"105378728",63,33,27,33,38,21
"105378726",118,61,33,81,64,35
"105378732",6,2,1,3,2,0
"105378731",2,6,6,0,5,3
"148979",3,0,0,1,2,0
"55706",2624,1660,1145,1255,1271,693
"54432",898,622,441,671,635,346
"1733",1,8,6,6,7,2
"51668",930,651,455,578,748,389
"115353",995,749,552,788,766,468
"388633",4,0,0,0,2,0
"9528",3850,2765,1800,2555,2752,1494
"127428",514,332,226,291,366,228
"100616315",0,0,0,0,1,0
"200008",1,0,0,0,0,1
"606495",353,223,145,180,210,112
"51253",3012,2503,1810,2128,2551,1375
"23648",646,481,351,318,481,292
"619518",18,14,4,17,18,12
"105378735",0,0,1,0,0,0
"105378734",0,1,0,0,0,0
"26027",165,109,87,107,102,55
"338094",40,26,22,21,27,12
"100527960",588,442,323,432,463,245
"374977",0,0,1,0,0,1
"7268",594,446,328,435,470,248
"25973",243,165,120,180,199,125
"163747",1,0,0,0,1,0
"1718",4559,2924,2084,2406,2632,1487
"107984958",8,4,3,10,7,0
"199964",5,2,6,3,3,1
"255738",1590,974,653,1329,1520,708
"23358",2393,1447,1025,1515,1494,906
"100507634",9,11,9,44,29,25
"105378737",0,0,0,0,0,1
"105378741",0,0,1,0,0,0
"105378744",3,1,0,2,4,1
"8613",1066,697,473,883,924,516
"101929935",2,1,0,0,0,3
"5563",545,390,232,338,422,235
"199920",1,0,1,3,4,3
"731",0,0,0,0,0,1
"732",0,0,0,1,0,0
"1600",0,0,0,1,0,1
"107984960",0,0,0,0,0,2
"115209",804,588,414,482,555,278
"4070",0,0,0,2,0,1
"114803",602,318,219,621,605,350
"112268263",0,0,0,2,4,1
"105378751",0,0,0,0,4,0
"3725",1985,1421,1117,12258,13863,7027
"100131060",2,1,1,6,10,2
"101926907",17,9,8,28,33,11
"105378753",5,6,2,10,13,7
"101926925",0,0,0,3,4,6
"729467",1,0,0,25,29,15
"105378756",13,6,2,20,35,20
"55277",126,85,65,168,137,82
"101926944",0,0,0,3,0,2
"105378758",0,0,0,0,0,1
"51361",441,289,180,231,273,149
"1573",14,10,10,132,129,54
"105378763",0,0,0,0,1,0
"4774",1093,772,571,569,737,388
"645030",7,0,0,1,0,0
"105378766",1,0,0,1,0,0
"414927",1,1,1,2,2,2
"83941",758,478,338,498,606,276
"10207",1798,1146,828,1062,1149,653
"113219465",0,0,0,2,0,0
"107984965",0,0,0,0,1,0
"54596",1,0,1,0,0,0
"163782",24,18,10,22,11,17
"105378768",1,0,0,0,2,0
"7398",2030,1365,965,1389,1426,810
"85440",1010,638,463,616,622,353
"27329",3,0,0,0,1,1
"84938",647,417,250,281,357,206
"199899",1,2,1,1,2,1
"100996301",127,116,85,131,158,80
"27022",130,95,57,183,189,115
"29929",755,471,353,380,402,194
"23421",939,761,508,549,740,386
"102724319",0,0,0,0,0,1
"84455",351,236,140,221,208,124
"79469",4,3,4,5,6,1
"5236",2708,1819,1291,1827,1890,1040
"105378771",0,0,0,0,1,0
"4919",564,350,259,494,550,325
"105378772",0,0,0,0,1,0
"101927034",4,1,3,0,7,2
"105378773",0,0,1,6,1,2
"148581",0,0,0,2,2,1
"107984966",2,0,1,0,2,2
"57685",121,67,51,126,123,62
"55225",767,563,369,536,617,310
"3716",5852,3960,2687,3734,3764,2308
"101927084",1,0,0,0,2,2
"100500854",1,1,0,0,3,0
"205",466,346,238,244,361,164
"9829",401,298,188,381,365,207
"102724416",9,6,3,12,11,6
"112268227",6,3,4,3,4,5
"3953",600,358,283,307,353,184
"54741",2053,1435,1028,1272,1349,712
"5142",1786,1064,905,1261,1298,761
"101927139",0,2,4,1,2,0
"105378776",2,0,2,0,1,1
"84251",2,0,2,4,4,5
"10022",0,0,0,1,3,3
"79819",76,48,34,87,117,52
"57708",1012,677,506,1032,1164,659
"23169",711,442,304,427,472,272
"149233",0,1,0,1,0,0
"3595",15,8,7,30,27,22
"26135",14186,10159,7153,8361,9672,5449
"102724481",0,0,0,2,0,0
"105378780",0,0,0,1,1,0
"1647",1067,877,912,5127,5725,2544
"55970",5398,3637,2809,3403,3544,1920
"105378781",3,1,0,2,1,0
"100289178",11,9,8,10,13,9
"9077",53,41,33,41,31,11
"79971",861,618,419,610,611,354
"55635",1983,1333,886,877,922,534
"101927220",8,4,10,10,4,3
"105378783",0,0,0,0,0,1
"57554",6,5,5,6,7,5
"55631",805,528,368,526,577,308
"9295",4344,3014,2237,2894,3486,1958
"81573",692,480,340,576,616,364
"11147",289,223,166,256,294,141
"102724548",9,2,4,8,9,9
"1491",229,144,97,166,179,87
"105378793",2,2,1,0,0,0
"5733",1,2,0,6,5,3
"100132618",199,124,95,124,154,80
"9406",2297,1537,1022,1857,1992,1033
"406962",22,12,8,14,13,3
"100852410",4,2,1,2,0,2
"105378795",0,1,0,0,1,1
"257194",6,4,1,5,4,7
"105378796",0,0,0,0,1,0
"127255",51,38,24,28,27,15
"100526835",89,73,44,45,47,29
"8790",590,427,285,342,367,181
"51086",4,1,1,2,2,0
"105378803",0,0,0,1,1,0
"127254",0,0,0,8,8,3
"1429",4587,3367,2198,2568,2794,1491
"127253",942,638,501,672,724,405
"431707",579,376,251,484,581,302
"204962",80,46,26,55,71,28
"34",2093,1366,1029,1292,1544,793
"1744",89,44,43,46,66,43
"5876",2543,1738,1286,2254,2524,1377
"692085",19,8,3,16,15,8
"26805",19,8,5,9,15,6
"26804",22,16,11,17,18,8
"4438",12,4,4,16,26,5
"127247",1,0,0,0,1,0
"101927342",0,0,0,0,3,0
"256435",167,114,74,86,92,43
"105378807",0,2,0,0,0,0
"81849",1,3,2,7,2,4
"10026",1948,1316,903,1027,1139,639
"105378808",21,13,18,24,33,11
"26289",289,187,150,182,153,97
"26009",1066,713,557,863,930,550
"23032",1333,838,587,1242,1362,761
"374986",849,526,372,499,504,318
"374987",34,12,12,30,27,14
"91624",566,403,295,595,677,347
"8880",4762,3327,2277,3269,4013,2238
"11080",1782,1283,782,1657,1846,979
"54810",5,3,2,5,6,3
"107984997",0,0,0,1,0,0
"149047",0,0,1,0,0,0
"5737",1,1,0,2,0,1
"10964",7,7,4,1064,1145,646
"10561",10,10,18,2608,2941,1686
"64123",0,0,0,0,0,1
"101927412",0,1,0,0,0,0
"23266",1757,1062,726,836,824,512
"101927587",0,1,0,0,3,2
"101927560",0,1,0,1,2,0
"79739",209,147,108,149,139,107
"5567",999,681,478,699,597,362
"148418",18,18,15,15,10,11
"391051",2,0,0,2,1,0
"80135",1444,1190,845,939,1216,703
"2787",2270,1795,1295,2085,2387,1204
"100505741",79,53,47,112,134,78
"1486",369,270,176,287,299,144
"105378819",2,0,0,2,10,6
"103695366",2,2,1,4,2,1
"439927",0,3,0,0,2,0
"117178",1008,622,528,610,618,401
"102724892",0,0,0,0,0,2
"23566",10,10,4,8,9,7
"255231",145,89,52,114,110,58
"55283",253,155,111,188,156,91
"126820",13,17,8,18,19,4
"84144",96,53,56,83,104,59
"105378821",1,0,0,0,1,0
"148423",776,540,356,877,965,535
"8915",437,299,204,608,694,381
"646626",30,23,11,70,90,42
"23576",886,658,450,558,615,351
"3491",2018,1482,1212,2744,3148,1771
"107985057",10,7,9,7,12,8
"112268231",3,6,1,6,4,3
"54680",1175,796,577,913,1075,595
"255631",11,7,3,8,11,5
"105378824",0,6,2,2,2,1
"105378825",14,2,7,5,5,9
"57489",441,282,201,312,363,180
"102465842",0,1,0,0,0,0
"9635",2,0,4,1,0,2
"22802",0,0,0,0,1,0
"105378828",1,7,4,8,9,9
"9629",0,0,0,0,1,1
"51100",1819,1150,893,1678,1687,1034
"9403",6644,5085,3188,4340,4911,2543
"9653",1872,1246,770,921,961,542
"339524",12,6,3,3,9,3
"101927844",0,0,0,1,1,0
"8543",1588,1165,814,1029,1283,634
"100505768",0,1,0,0,1,0
"105378833",0,0,0,0,0,1
"105378834",0,0,0,2,1,0
"101927871",0,1,0,2,0,0
"105378839",3,0,0,2,0,0
"101927891",8,2,2,6,10,4
"105378838",0,2,0,0,0,0
"5586",1570,983,745,1134,1173,677
"2959",534,378,290,734,762,442
"56267",559,367,268,556,629,308
"494115",377,249,210,505,483,278
"2635",323,210,145,1412,1351,748
"105378841",1,2,2,11,30,13
"2633",164,111,111,2812,2742,1521
"2634",133,95,79,281,297,168
"112268267",40,25,29,75,74,52
"105378842",20,20,10,65,84,34
"388646",12,10,7,32,33,16
"115361",2,11,17,970,1040,534
"107985076",0,0,0,3,4,3
"115362",1,18,17,188,135,103
"163351",0,0,0,2,0,0
"400759",0,0,0,93,103,58
"105378844",2,0,1,1,0,4
"23507",491,318,225,312,299,176
"84230",392,245,185,345,307,182
"400761",2,0,0,6,1,3
"107985743",1,1,0,1,1,0
"107985744",0,0,0,1,1,0
"101927975",0,1,0,1,0,0
"55144",2330,1571,1081,1289,1400,812
"105378847",2,1,0,2,3,1
"492303",74,70,35,53,75,44
"284695",2357,1641,1174,1457,1762,967
"105378849",1,0,0,0,0,0
"107985088",1,1,0,2,0,0
"105378853",47,58,28,50,79,42
"105378855",4,3,4,6,9,1
"105378854",0,0,1,0,0,0
"84146",1003,721,501,935,891,551
"164045",11,11,2,4,4,4
"105378856",0,0,0,4,5,3
"8317",748,520,353,374,466,229
"102723436",3,2,9,5,9,3
"7049",413,323,217,243,249,164
"676",1,0,0,0,0,0
"253152",28,14,11,11,5,5
"646817",22,27,20,14,18,10
"284697",15,5,6,13,22,5
"388649",2,2,2,3,4,2
"11146",462,294,201,283,318,164
"79871",976,671,436,664,777,435
"2672",1,4,1,11,8,1
"7813",392,286,186,312,355,204
"6125",16708,12252,9011,9584,11606,6403
"388650",628,354,283,361,404,209
"6083",12,11,3,14,10,5
"26782",14,13,6,7,11,4
"22823",712,493,354,745,841,433
"50999",3032,1884,1315,2030,2131,1135
"343099",570,474,328,381,470,254
"107985521",1,1,2,2,1,0
"100131564",434,284,202,296,417,178
"1810",1877,1296,979,1367,1602,917
"54874",1877,1289,902,1163,1260,745
"8412",1084,735,569,992,1163,619
"100129046",59,47,34,47,64,32
"102723480",30,23,14,14,16,16
"100126348",0,1,2,1,0,1
"100189133",5,0,0,1,3,3
"30836",2487,1807,1243,1630,1885,997
"2730",6480,4326,2901,3761,4208,2423
"24",9,4,4,7,8,4
"105378858",4,1,0,1,1,0
"9411",804,570,368,681,704,394
"107985092",1,0,2,6,1,3
"5825",2749,1756,1259,1513,1477,766
"2152",207,90,97,208,206,131
"113219466",0,0,0,0,0,1
"105378861",0,0,1,1,0,1
"101928079",28,13,15,18,14,11
"126969",201,176,110,159,126,65
"1266",3521,2358,1747,2472,2581,1425
"729970",44,31,30,56,57,33
"199857",477,362,224,243,273,167
"105378863",3,0,1,0,0,0
"101928098",0,1,1,1,2,0
"148534",1727,1144,799,892,952,582
"100527978",286,185,131,160,173,113
"101928118",11,7,7,15,13,8
"25950",292,184,147,182,231,114
"105379825",0,0,0,0,0,1
"58155",419,309,180,416,410,233
"1806",213,142,122,301,290,155
"100873932",13,10,5,12,15,8
"105378867",0,0,0,0,7,2
"100873933",2,0,0,0,0,0
"109729128",0,0,0,3,0,1
"400765",20,11,5,17,21,18
"100616452",9,7,5,7,10,8
"406928",5,2,1,3,2,2
"729987",4,1,0,0,2,3
"51375",1154,826,599,920,1032,521
"163404",1,0,0,2,0,0
"100129620",0,0,0,1,0,0
"9890",7,1,2,15,12,7
"107985093",2,0,0,1,0,0
"54873",590,420,314,273,363,188
"391059",265,174,105,236,243,154
"178",897,618,369,908,976,523
"23443",779,467,308,455,555,298
"64645",1322,901,582,1786,1724,1046
"163786",651,457,331,701,687,393
"54482",590,393,278,610,625,353
"127495",105,71,55,120,125,76
"1629",1030,687,444,645,721,388
"100506007",14,13,6,39,43,30
"8634",1388,976,744,1102,1246,680
"693138",3,0,0,1,1,1
"8556",153,99,69,427,434,257
"105379827",1,0,0,1,2,0
"54112",0,4,2,15,13,4
"7412",2,1,1,3,0,3
"2135",718,513,334,520,549,303
"148867",481,355,205,556,620,321
"51611",1255,930,634,931,1081,566
"102606465",236,168,111,189,198,103
"101928370",0,1,0,0,1,0
"1901",30,15,21,23,25,11
"104355286",0,0,1,0,1,0
"118427",0,0,0,1,1,1
"1301",1204,718,515,718,653,351
"101928436",2,1,1,3,3,0
"55599",351,229,151,361,403,205
"280",142,97,45,135,149,68
"648740",4,1,0,6,4,1
"279",2,3,1,2,2,0
"276",2,1,0,1,2,0
"277",0,1,0,1,0,0
"278",1,1,0,1,2,0
"100129138",0,0,1,0,0,0
"101928476",0,0,0,0,0,1
"105378882",0,0,0,1,0,0
"55170",2,0,0,1,1,0
"22854",0,0,0,0,0,1
"10451",414,299,195,194,215,128
"29957",2073,1467,968,1294,1477,896
"148545",18,8,10,22,18,13
"653149",13,10,8,20,15,9
"284611",649,430,280,335,400,211
"113802",320,239,169,153,185,119
"105378890",3,3,1,4,10,4
"55119",3173,2298,1555,2360,3030,1596
"163479",0,0,0,7,4,2
"6814",1268,841,543,825,913,478
"105378891",1,2,0,2,1,0
"254268",3,1,0,3,2,0
"642864",1,0,0,0,3,1
"29899",1162,739,534,590,644,353
"23155",1280,843,615,749,775,441
"22911",391,262,200,409,476,266
"6884",625,439,342,528,639,344
"105378892",16,19,14,14,26,10
"56900",587,379,253,393,491,273
"677766",14,15,3,18,21,8
"127003",6,7,3,32,41,14
"57535",80,41,29,55,58,21
"6301",4498,3160,2405,3236,3570,2017
"1952",1603,960,692,746,730,432
"84722",1161,779,642,584,686,385
"343263",0,0,1,1,2,2
"6272",1536,916,666,780,724,408
"5686",5178,4194,2717,4134,4963,2533
"284612",5,3,2,3,7,6
"127002",207,116,100,117,166,71
"284613",401,288,232,298,311,207
"57463",100,73,53,58,46,22
"105378893",0,0,0,0,1,1
"83873",0,1,1,5,12,2
"2773",3228,2226,1552,2010,2164,1193
"406974",1,1,0,1,0,0
"2780",25,15,15,9,26,16
"271",1738,1157,858,1109,1188,685
"2948",506,401,263,266,303,173
"2946",82,59,64,52,57,34
"2944",16,5,9,11,9,6
"2947",202,149,101,122,113,64
"79574",296,205,157,115,177,85
"107985167",0,1,0,1,0,0
"1435",1983,1266,906,3673,4103,2308
"10768",5670,4024,2724,3538,3742,2220
"85369",927,560,438,635,720,378
"105378895",0,0,0,2,0,3
"257",103,67,47,57,71,41
"104355139",7,3,1,6,5,0
"164153",0,2,0,2,1,0
"388662",198,104,92,94,106,65
"105378897",14,5,4,3,5,4
"100873974",2,1,0,3,4,4
"3749",482,324,222,327,350,229
"440600",59,34,23,23,36,23
"64783",539,431,297,499,496,295
"9122",5809,3514,2491,4919,5481,2633
"10542",2974,2438,1719,2261,2550,1343
"101410535",10,15,5,12,17,6
"440602",0,1,0,0,0,0
"3737",21,14,7,4,8,1
"3738",0,0,1,4,0,1
"963",0,4,0,1,2,1
"55791",665,436,291,623,722,408
"128338",1024,661,509,613,663,374
"10390",1069,735,524,629,833,467
"79961",144,105,64,192,155,87
"1117",0,1,1,2,1,0
"149620",0,0,0,0,1,0
"27159",0,0,0,0,1,0
"128344",4,4,5,1,5,3
"441897",0,0,0,0,2,1
"5016",51,40,35,105,106,47
"79084",2432,1656,1186,1633,1670,906
"515",5311,3925,2797,2973,3472,1869
"128346",90,70,48,77,90,50
"5906",1385,953,659,849,1012,527
"100129269",9,8,7,5,8,6
"107985184",58,33,27,20,43,23
"55924",279,160,137,169,204,115
"100506343",30,20,10,23,14,6
"101928718",23,17,12,15,15,2
"11218",867,560,401,662,644,386
"3752",0,0,1,7,7,8
"105378909",0,0,0,0,0,1
"55917",630,400,269,615,628,346
"100422976",1,0,0,0,0,1
"7482",129,94,76,132,142,74
"54879",636,472,327,465,595,335
"829",4639,3457,2402,3350,3641,1894
"4343",4250,3216,2283,5516,6158,3450
"389",5317,4268,3049,3462,4404,2429
"333926",18,10,16,21,24,16
"105378910",1,0,0,1,2,2
"284467",7,5,3,7,10,6
"100996702",3,3,1,4,5,3
"105378912",1,1,0,0,1,2
"105378911",1,0,0,2,0,0
"113218506",0,0,0,1,0,0
"6566",3581,2321,1502,2787,2918,1548
"246182",5,3,4,10,9,3
"100506392",46,33,31,63,63,38
"107985189",8,8,8,12,12,4
"100996251",13,9,3,16,15,11
"9860",418,317,174,351,401,219
"643441",2,0,0,2,0,0
"260425",936,572,405,572,585,360
"10745",875,557,404,590,640,381
"54665",318,258,175,385,399,219
"100287722",135,75,56,69,95,54
"26191",1,1,2,4,4,5
"440603",85,47,40,37,55,29
"10717",371,272,214,248,295,179
"64858",465,323,252,289,307,159
"101928846",2,1,3,31,39,19
"204851",1281,873,635,899,911,560
"56944",107,65,34,46,68,37
"148281",11,5,4,3,5,3
"51592",1325,931,649,962,1054,625
"10286",1219,898,554,841,974,533
"105378914",1,1,0,3,0,2
"163259",18,10,5,34,38,22
"270",0,0,0,1,0,0
"4893",2202,1498,1082,1348,1611,869
"7812",12592,8819,5941,7775,8527,4858
"80143",592,409,315,501,548,266
"10100",56,45,27,37,21,16
"112840934",0,1,0,0,0,0
"4803",28,22,17,68,72,40
"81839",1570,981,681,906,1005,538
"845",0,0,0,0,1,0
"101928995",1,0,0,0,0,0
"101928977",0,0,1,0,0,1
"55356",128,78,43,94,110,47
"126868",2,2,0,0,3,0
"105378920",0,0,0,1,0,0
"476",13153,8398,6179,7326,8365,4896
"84852",2430,1613,1143,1363,1531,880
"101929023",2,1,0,3,4,7
"112268235",90,68,40,82,107,71
"965",600,347,241,361,514,250
"105378925",18,4,8,8,9,7
"3321",2477,1495,1150,1306,1286,809
"105378924",4,3,1,1,2,1
"5738",1383,939,620,788,833,511
"9398",423,277,186,236,240,144
"101929099",10,5,6,12,7,2
"8458",1311,795,629,971,1011,590
"100126331",0,0,0,0,1,0
"80263",483,277,169,200,217,132
"79679",33,20,14,25,25,10
"10905",1580,1075,772,942,1106,643
"100996263",0,0,0,0,1,0
"54855",33,23,13,116,111,64
"105378929",3,0,0,2,2,0
"54834",521,352,226,374,408,239
"10885",2220,1430,983,1305,1357,845
"200162",175,115,80,97,118,67
"6913",2,1,1,4,0,3
"10352",278,242,176,224,217,125
"104472716",0,0,0,1,0,1
"101929147",227,170,88,231,250,132
"107985192",13,8,7,8,10,2
"105378934",0,0,0,0,2,1
"51179",2,2,1,7,4,1
"3284",0,0,0,0,1,0
"105378935",0,0,1,1,0,0
"3283",1,1,1,2,0,0
"128102",2,0,0,11,10,7
"644242",6,4,8,32,46,27
"90874",109,66,51,239,254,155
"105378937",0,1,2,0,0,1
"26227",3317,2400,1760,2071,2380,1303
"3158",2,0,0,0,1,2
"83998",0,0,1,2,0,0
"4853",1881,1042,753,1449,1272,767
"101929178",1,1,1,4,5,5
"9554",2241,1532,1107,1481,1575,889
"101929788",1,2,0,1,1,1
"728841",876,565,390,674,717,370
"767846",37,16,11,24,18,12
"100996724",81,55,38,77,68,46
"107985524",24,15,9,12,16,11
"105378944",1,1,1,5,3,2
"101929796",2,3,5,3,7,0
"101060684",374,240,174,285,325,185
"107985762",0,0,0,0,0,1
"728855",68,42,27,95,100,63
"100996720",9,6,5,21,24,12
"101954264",4,1,0,0,0,0
"107985763",0,0,0,1,0,1
"105369199",2,0,2,1,0,1
"101929798",2,1,1,2,3,2
