"","WT_Mock_1","WT_Mock_2","WT_Mock_3","KO_Mock_1","KO_Mock_2","KO_Mock_3","WT_ZIKV_1","WT_ZIKV_2","WT_ZIKV_3","KO_ZIKV_1","KO_ZIKV_2","KO_ZIKV_3"
"105376850",2,1,1,0,2,1,5,6,1,0,4,2
"105376856",2,0,0,0,0,0,0,0,0,0,0,0
"9923",1199,713,513,754,697,1016,872,938,557,786,996,821
"2046",4,0,0,2,0,3,5,9,7,6,8,3
"712",2,0,0,0,0,2,0,1,0,2,1,0
"714",0,0,0,0,0,0,0,0,0,1,0,0
"713",0,0,0,0,0,5,0,0,0,1,0,0
"2048",2172,1481,1048,2329,2125,3102,1238,1428,836,1999,2888,2405
"100616391",0,0,0,0,0,0,0,0,0,0,2,1
"100422914",45,32,21,49,49,61,25,32,21,42,56,56
"646262",0,0,0,0,0,0,0,0,1,0,2,0
"729059",1,0,2,1,0,3,5,3,0,5,2,3
"23028",3590,2550,1770,2555,2216,3182,2097,2220,1345,1353,1989,1568
"100422866",0,0,0,0,0,0,0,1,0,1,3,0
"7798",1653,1052,859,1572,1327,1976,1462,1463,760,1771,2497,1984
"3352",284,216,150,455,358,498,164,184,131,293,473,355
"100996511",77,64,39,68,59,118,83,93,52,52,82,67
"10236",8828,6171,4407,5920,5407,7505,5329,6171,3515,3197,4582,3884
"80818",372,215,167,271,246,339,539,428,286,560,719,572
"148898",69,48,26,57,42,83,144,147,69,38,69,54
"6920",27,16,11,26,20,23,23,19,16,21,26,22
"55616",311,249,142,246,252,351,223,232,134,164,234,200
"1870",630,475,314,417,437,516,312,366,175,137,196,131
"101928163",16,10,5,10,7,10,9,8,3,2,2,2
"105376859",103,58,51,60,44,66,71,74,42,46,68,49
"3399",18257,14646,9992,12504,10154,14586,18294,20014,10481,8199,11929,9851
"107984928",18,13,2,6,6,8,14,11,1,6,15,8
"259283",1,3,0,6,1,0,3,8,5,3,5,4
"6135",13374,11170,7629,13692,11113,15172,8723,10639,6165,7408,10995,9096
"6924",1805,1309,910,1241,1058,1536,1309,1547,810,861,1257,1092
"100506963",143,117,65,106,85,121,87,118,64,60,88,71
"57095",1077,807,558,830,726,1023,751,886,430,707,960,811
"105376860",267,212,132,155,122,186,149,184,114,88,144,123
"11313",1957,1575,1108,1234,1067,1466,1269,1474,829,727,1079,896
"2582",2478,1933,1310,1367,1130,1620,1700,1977,1052,987,1535,1187
"3155",911,688,511,666,465,730,738,817,418,570,861,715
"105376861",0,1,1,0,0,1,1,2,0,0,1,0
"2517",645,436,298,272,269,347,381,412,201,149,229,179
"1269",0,0,0,0,0,1,4,1,0,2,1,4
"100616492",0,0,0,0,0,0,0,0,0,1,1,1
"55629",2312,1565,1145,1758,1379,2166,2601,2574,1444,1574,2251,1903
"10772",5720,3807,2757,3741,3151,4706,3816,4057,2471,2888,3845,3155
"105376863",9,1,0,4,4,1,1,2,1,0,1,2
"107984931",15,14,3,0,0,0,12,9,5,1,2,0
"127294",322,233,167,8,4,11,172,213,115,9,18,7
"107985737",4,6,1,0,0,1,0,3,1,1,0,0
"58985",115,97,56,26,22,59,447,545,268,52,84,54
"163702",83,55,40,22,18,31,88,77,43,34,25,36
"284632",1,1,0,0,0,0,4,1,2,0,1,0
"105376871",0,0,0,0,0,0,3,2,1,2,0,1
"57822",27,32,23,2,6,10,25,34,19,10,8,9
"90529",320,237,153,170,128,188,190,229,135,134,189,155
"57185",817,521,360,360,319,412,406,502,246,183,274,246
"100750325",3,2,4,1,1,1,2,3,1,1,1,0
"11123",716,442,333,251,257,328,379,446,210,128,205,192
"100506985",35,26,25,11,11,21,23,22,16,4,15,7
"400746",99,65,36,23,25,34,57,66,35,16,26,21
"10250",2989,2039,1469,1917,1710,2436,2121,2553,1321,1659,2235,1926
"25932",3751,2468,1767,2931,2384,3873,3222,3111,1783,2653,3636,3107
"105376876",0,0,0,0,2,0,2,4,0,0,0,1
"864",366,311,217,822,643,946,252,323,206,558,731,586
"102465437",0,0,0,0,1,1,0,0,0,0,1,1
"105376878",7,1,3,10,5,21,6,16,1,5,14,14
"105376879",0,0,0,0,0,2,0,1,0,2,2,1
"25949",1478,1147,798,1028,811,1163,1204,1512,717,895,1256,1049
"57035",1952,1348,1004,1057,975,1458,3713,3980,2127,1908,2608,2279
"6007",2,1,1,0,1,0,1,2,3,1,1,2
"23585",2972,2125,1447,1810,1510,2341,2505,2861,1560,1236,1761,1524
"6006",1284,949,599,724,606,931,1129,1224,659,449,699,575
"55219",762,542,356,458,339,564,496,486,275,296,491,424
"26119",767,497,361,381,380,514,363,425,259,187,245,208
"57134",58,34,30,22,32,40,13,19,9,15,17,22
"57190",3789,2444,1771,1654,1666,2168,1856,2044,1208,766,1146,911
"56181",830,570,435,480,388,535,500,625,350,361,467,378
"646471",230,168,113,144,135,171,178,189,98,121,162,123
"79000",357,252,213,259,212,302,233,274,150,179,213,190
"164091",819,575,375,241,231,338,331,476,234,125,226,197
"3925",6061,4539,3256,5350,4384,6265,3378,3739,2252,1948,2803,2485
"100500808",950,709,553,851,714,1017,406,615,345,279,429,424
"105376885",0,0,1,0,0,0,0,0,0,0,3,0
"5051",709,573,379,353,326,447,464,475,275,251,378,253
"2134",4,4,3,1,8,7,7,12,2,4,11,4
"7780",0,0,0,0,0,0,5,1,1,1,2,2
"105376910",0,0,0,0,0,0,1,0,0,2,1,2
"84676",0,0,0,0,0,0,2,0,0,1,1,0
"149420",249,168,108,108,81,179,182,207,103,109,126,124
"79927",8,4,0,5,0,7,5,4,7,3,7,1
"51042",786,611,390,624,463,678,627,754,373,477,715,650
"10256",23,15,3,17,19,19,23,20,18,14,19,23
"378807",0,0,0,0,0,1,1,0,2,0,0,0
"101928303",3,1,1,1,6,2,0,2,3,2,0,0
"64793",954,620,458,750,684,916,611,717,456,377,589,482
"83442",2177,1946,1247,1485,1296,1698,1475,1815,915,912,1290,1191
"91544",567,388,342,346,287,413,449,583,238,331,494,363
"1043",1,1,0,0,0,7,0,0,2,6,0,0
"55057",276,163,116,3,3,13,97,124,83,5,5,9
"257101",0,0,0,0,0,0,0,0,0,0,0,1
"79727",0,0,1,1,2,1,6,2,7,4,4,3
"79947",805,566,412,564,484,745,633,715,359,445,721,598
"101928324",11,6,2,11,10,10,20,8,5,8,13,10
"3151",11715,9399,6316,9830,7945,11289,7350,8660,4922,4566,6541,5548
"6195",1363,970,708,634,485,716,671,731,430,372,471,402
"100302190",1,0,0,0,0,0,0,0,0,0,0,0
"105376888",1,0,0,1,0,1,8,17,14,9,6,11
"101928728",9,14,7,2,5,4,73,47,24,27,45,24
"8289",3247,2234,1502,1873,1854,2621,2156,2584,1474,1704,2356,1896
"55650",785,492,348,414,362,517,464,507,287,240,335,304
"84243",1045,718,550,699,565,852,694,721,461,488,633,528
"2810",4234,3503,2480,2339,1827,2710,3159,3757,2089,1484,2331,1886
"54707",1012,697,565,607,596,805,1061,1129,606,660,907,823
"63906",512,378,257,317,280,400,396,453,266,316,415,357
"10726",8481,6528,4659,6988,5514,7702,5433,6397,3597,3564,5313,4520
"8431",0,2,0,0,2,2,1,3,2,0,7,0
"126695",2,0,0,3,1,1,0,7,0,2,4,2
"388610",5306,3795,2467,2286,1693,3156,3220,3658,2364,1837,2289,1904
"115572",84,67,40,20,21,29,94,89,47,51,64,54
"101928391",0,0,0,0,1,0,20,17,18,5,10,15
"6548",1166,782,582,556,550,736,1128,1246,704,810,1175,878
"105376890",0,1,0,0,0,0,0,0,0,0,0,0
"23038",919,635,459,438,398,581,589,629,365,311,405,327
"84065",1038,759,574,850,696,1045,764,906,522,582,954,742
"644961",24,15,18,21,15,19,24,28,13,22,22,23
"84958",67,51,44,55,45,55,30,48,33,23,30,24
"9064",732,483,349,360,306,406,408,560,285,191,260,255
"8547",2,4,2,0,0,1,1,6,3,0,2,2
"388611",0,0,0,0,0,0,0,1,0,0,1,1
"2827",52,32,28,28,24,36,82,81,55,42,51,32
"10163",2565,1876,1284,1738,1648,2311,1957,2096,1134,1365,2002,1644
"105376892",0,0,0,0,1,1,2,1,1,3,2,2
"27245",774,485,370,477,447,624,440,520,274,334,435,376
"2268",0,0,0,1,0,1,111,100,72,9,15,22
"111216282",0,0,0,0,0,2,15,16,6,6,13,9
"2537",411,318,203,224,200,272,26713,27884,13603,5465,8599,6912
"199870",227,171,122,176,134,196,232,307,133,189,307,229
"23673",768,558,368,418,329,560,704,778,408,453,637,498
"5511",1432,1028,768,1025,876,1174,1106,1253,714,809,1144,1007
"677774",0,3,0,1,2,0,0,0,0,0,0,0
"9473",19,9,13,7,3,21,656,732,360,146,211,186
"6118",1568,1166,784,1147,895,1344,956,1185,595,528,849,730
"27293",124,79,58,8,8,20,82,83,34,10,17,13
"55113",229,170,124,85,75,115,151,155,78,45,54,63
"2140",652,407,266,407,370,576,547,633,306,472,562,542
"5724",27,15,19,7,10,16,15,27,11,11,10,15
"22826",3507,2773,1837,2653,2225,3124,2105,2593,1429,1628,2377,1890
"93974",2569,2178,1459,1386,1120,1502,1796,2042,1144,858,1195,1003
"83667",730,480,345,647,573,808,1377,1391,834,1670,2174,1738
"54797",718,475,359,517,388,525,541,621,351,433,556,467
"65979",1702,1151,810,1073,984,1302,2856,3021,1849,1866,2546,2138
"1104",4586,3415,2423,4049,3424,4912,2909,3555,2091,2425,3450,2907
"8420",1863,1385,898,1427,1261,1768,2249,2741,1576,1374,1928,1739
"6080",67,50,24,58,43,60,34,41,26,28,48,25
"26768",54,34,21,23,42,55,24,31,22,10,27,30
"54952",421,333,248,285,260,313,376,421,223,256,396,342
"85028",569,370,289,647,586,852,1168,1376,742,1580,2425,1825
"692212",16,9,9,15,15,21,71,67,48,32,33,29
"677838",102,77,47,119,99,149,71,94,46,63,115,85
"677825",18,10,7,23,21,22,24,32,16,26,45,27
"692073",37,21,16,40,35,62,39,57,33,24,59,37
"115273",48,22,15,142,134,160,33,55,32,108,214,150
"6883",822,621,474,738,607,858,658,844,379,691,900,708
"105378616",20,17,10,15,14,22,22,30,11,15,26,18
"26824",1,1,0,1,1,1,2,2,1,1,2,1
"10691",640,372,268,362,325,474,343,347,192,232,359,296
"51441",2527,1709,1250,1806,1529,2241,2288,2489,1374,2017,2805,2337
"4985",4,3,5,2,1,4,103,87,46,70,98,96
"2035",624,393,304,302,249,383,607,618,367,470,674,558
"399474",90,59,51,51,39,61,109,133,79,96,126,94
"6429",4606,3186,2384,2828,2442,3451,3301,4061,2165,2524,3565,3053
"51102",570,471,268,503,428,637,412,409,225,251,364,307
"10076",1450,905,684,723,645,933,962,1127,640,384,622,486
"101928460",0,0,0,0,0,0,1,0,0,1,0,2
"107984934",1,0,0,0,0,0,0,0,0,0,0,0
"4146",8,9,8,10,9,13,243,261,127,345,514,410
"100129196",27,23,15,24,19,25,255,258,145,321,466,342
"7805",2,1,2,2,4,19,71,62,36,89,109,89
"105378620",1,0,1,1,0,0,6,4,4,8,5,7
"105378621",0,0,0,0,0,0,22,19,14,27,40,31
"105378622",7,10,7,3,4,7,4,2,5,9,9,13
"400748",1,0,0,0,0,0,0,1,0,0,0,0
"9672",1142,767,530,579,547,770,571,713,365,377,604,457
"9698",2493,1566,1178,1569,1454,2086,1821,1901,1073,1260,1752,1373
"692234",12,4,4,4,10,13,5,4,5,4,9,6
"692235",12,3,2,4,4,8,3,4,2,3,6,6
"692200",0,1,0,0,0,0,0,0,0,0,0,0
"107984935",16,16,10,11,6,4,5,12,4,5,5,11
"79570",55,35,16,45,20,40,31,40,29,16,25,18
"9410",1772,1302,891,1306,1105,1642,1077,1223,666,763,1041,869
"51538",990,747,576,693,597,806,484,657,389,418,574,492
"2170",17,21,9,8,5,11,15,16,6,8,16,18
"105378623",1,0,0,0,0,0,2,1,0,2,1,1
"347735",3960,2983,2131,1072,895,1398,2169,2908,1608,708,1100,860
"105378625",0,0,0,0,0,0,2,2,0,1,2,2
"105379772",0,0,0,0,0,0,1,1,2,0,1,4
"149086",0,0,0,0,0,0,28,46,17,20,30,16
"284551",0,0,0,0,0,0,5,4,3,7,17,13
"105378626",21,20,11,5,3,9,46,41,18,34,49,34
"64129",13,10,5,7,4,4,25,47,32,17,44,28
"3061",162,132,106,130,80,123,87,126,66,76,99,72
"553115",1517,1133,766,1050,780,1151,1128,1210,684,602,900,684
"107985471",105,70,52,54,55,72,98,92,43,42,65,45
"1307",414,306,196,303,245,336,347,369,195,252,343,279
"101929444",11,4,2,6,1,7,9,4,4,9,10,6
"576",897,590,388,628,572,839,495,549,308,309,534,410
"100423028",0,0,0,0,0,0,0,0,0,2,0,1
"90853",77,75,60,124,94,151,77,81,34,136,227,131
"8073",6541,5088,3313,3885,3069,4874,3897,4227,2414,2227,2960,2538
"10657",6989,4963,3319,4646,3832,5750,4528,4875,2867,2813,3736,3256
"55116",516,428,279,491,449,617,410,413,231,313,525,472
"100847018",1,0,1,1,0,0,0,1,1,0,0,0
"23633",3216,2188,1592,1929,1511,2371,1996,2358,1251,1373,1852,1549
"200081",3229,2189,1601,2084,1951,2734,2554,2649,1513,1434,2156,1713
"79140",163,100,80,105,78,104,151,145,89,89,109,84
"56063",264,210,136,153,158,224,274,326,186,171,246,199
"55721",132,91,67,77,79,118,96,115,85,80,106,71
"149069",47,28,24,18,29,39,50,81,35,45,48,44
"8668",7275,5639,3951,5280,4315,6147,4731,5431,3081,2859,4066,3473
"339483",147,88,64,181,140,197,118,162,69,156,221,182
"84734",75,47,34,41,38,46,94,91,50,30,54,38
"3932",0,0,0,0,0,11,1,0,0,7,0,0
"3065",5058,3486,2432,2980,2509,3673,2619,3324,1926,1531,2328,1938
"65108",3763,3072,1982,1277,1177,1592,2568,3261,1782,1376,1913,1525
"105378629",3,1,7,3,3,1,20,23,12,14,22,19
"81629",216,128,101,106,129,146,215,276,164,186,269,187
"100128071",119,107,63,69,62,96,156,225,119,111,174,124
"55108",1417,1023,720,827,725,1028,1265,1339,782,841,1221,903
"728116",16,17,5,0,3,5,4,15,7,2,12,8
"653121",367,198,159,209,218,277,294,343,153,274,306,295
"102723870",22,19,11,12,14,17,18,27,14,19,16,16
"339487",750,560,430,568,451,633,567,658,361,461,669,615
"5928",3651,2519,1775,2049,1756,2630,2278,2530,1434,1091,1625,1379
"81493",1264,925,632,655,534,855,728,887,515,380,545,503
"57648",3287,2259,1671,1312,1264,1705,2283,2461,1454,926,1379,1157
"8565",5643,4157,3053,5952,5079,7162,3913,4520,2429,3634,5220,4415
"64766",997,707,445,626,546,791,890,869,525,514,648,553
"252995",25,12,16,16,9,17,16,18,12,8,17,17
"105378631",3,1,1,2,0,2,4,4,4,1,1,1
"3208",25,22,19,10,9,16,32,49,12,8,13,12
"113452",1788,1505,1018,992,806,1233,1189,1760,929,598,876,828
"105378632",4,3,4,1,1,3,4,15,3,7,3,5
"127544",916,668,457,429,290,474,2753,3243,1714,1087,1591,1345
"204",5268,4156,2739,3993,3427,4932,3956,4598,2476,2599,3818,3070
"105378635",1,0,0,0,0,3,5,2,1,0,2,3
"113451",43,33,11,28,26,42,87,88,51,41,78,71
"55223",125,111,76,82,76,124,95,113,37,64,92,65
"149076",549,451,340,476,386,554,300,349,220,287,380,287
"127550",0,0,1,0,0,1,4,2,1,1,2,1
"1912",1403,1009,727,1295,1087,1524,1516,1615,836,1665,2364,1843
"100500853",63,40,27,50,51,60,64,53,34,56,99,73
"101929464",8,4,2,5,3,4,2,5,2,4,4,2
"7579",308,184,161,183,211,273,311,329,193,299,406,316
"114784",3,3,1,0,1,0,1,9,1,7,15,8
"84970",0,0,0,0,0,0,0,0,1,0,1,0
"105378642",8,0,4,9,4,3,14,26,7,12,26,26
"2709",6,8,4,11,10,15,5,10,6,10,23,9
"127534",3,4,7,2,1,0,5,8,2,2,7,5
"2707",32,19,25,11,11,9,29,24,15,17,27,18
"2701",1,0,1,3,0,7,1,3,0,4,3,4
"113444",1298,933,680,770,726,1008,789,934,507,438,717,560
"58512",23,14,8,26,17,8,37,47,34,17,24,26
"653160",49,24,19,34,26,43,80,72,30,63,75,43
"100506144",559,375,265,398,334,470,431,476,273,326,491,418
"9204",514,344,232,313,306,370,283,314,182,242,311,294
"79830",654,428,293,377,390,666,461,447,248,285,347,298
"105378644",0,0,0,0,0,0,7,2,6,5,1,4
"6421",15640,10703,7569,10097,8593,12845,11752,12823,6985,7986,10963,9143
"9202",1928,1221,878,1180,1072,1523,1481,1513,910,1101,1461,1259
"100861513",27,14,11,18,13,24,25,22,17,24,35,34
"79932",2948,2013,1440,1471,1320,1863,1888,2163,1148,1093,1563,1232
"23154",1229,856,577,830,777,1006,1055,1047,601,697,1112,879
"339488",83,58,38,41,45,69,87,95,51,44,58,46
"105378645",9,9,8,4,5,5,14,11,8,2,17,7
"5690",4395,3575,2511,3077,2532,3577,3332,3992,2288,1943,2731,2308
"127703",934,658,487,602,510,734,653,719,413,327,450,361
"63967",2320,1492,1124,1780,1488,2026,1389,1771,972,794,1232,1081
"192670",332,216,143,167,159,276,251,312,172,188,281,224
"26523",971,624,464,628,583,834,508,576,379,314,471,353
"192669",832,578,414,495,430,672,651,733,424,575,846,633
"105378647",0,0,0,1,0,0,11,11,2,2,6,2
"27285",2,2,0,1,1,7,7,10,1,6,12,9
"54936",866,641,459,579,563,685,1312,1401,793,587,923,772
"1296",2,6,2,3,0,8,6,2,6,1,5,4
"27095",1926,1513,1004,1343,1067,1612,1412,1660,851,874,1234,995
"55700",6319,4582,3159,4968,3982,6222,4271,5239,3134,4566,6321,5328
"9967",5842,3789,2712,3628,3150,4456,3596,4076,2449,2676,3720,3124
"79729",45,43,33,48,52,69,61,80,34,83,98,80
"55194",211,166,102,151,94,179,154,186,119,127,177,134
"83931",542,344,280,386,333,521,716,798,431,651,880,748
"84967",1122,846,656,817,639,898,780,909,533,507,684,572
"127700",96,63,67,47,30,70,130,127,84,104,173,101
"109616970",0,1,0,2,0,0,3,0,1,1,0,2
"107984940",1,2,0,0,0,0,2,1,1,1,2,1
"64960",1803,1424,1001,1294,1057,1426,1218,1548,838,749,1106,979
"1441",0,0,1,0,0,0,0,1,3,0,2,3
"107984941",0,0,0,0,0,0,1,0,3,1,0,0
"105378648",0,0,0,0,0,0,1,2,0,1,0,0
"2899",4,2,4,0,0,0,0,2,5,1,1,1
"107984942",0,2,0,0,0,1,0,2,1,1,0,1
"728431",343,267,163,175,141,193,205,264,160,153,226,190
"80149",802,541,369,302,331,413,1492,1576,771,883,1212,927
"102465438",10,5,4,5,6,4,17,7,10,9,11,8
"64769",1275,883,676,771,655,955,892,956,528,513,642,541
"100847010",7,1,4,5,1,10,6,5,2,4,7,6
"105378649",52,37,24,26,27,39,46,56,30,46,63,56
"79753",499,356,232,340,284,383,555,613,323,376,598,451
"7802",20,13,10,14,8,16,22,36,12,21,42,34
"29889",1954,1422,977,1384,1145,1564,1482,1716,907,1240,1735,1459
"284654",1,0,1,1,0,0,1,2,1,0,1,3
"54955",770,587,402,589,483,662,613,698,417,543,659,547
"55143",1656,1129,771,1362,1161,1595,795,870,543,690,912,703
"284656",89,64,46,44,41,54,76,84,42,24,27,27
"149175",1527,1074,747,768,640,980,799,924,516,300,467,391
"79693",900,585,417,449,382,709,722,800,483,538,742,538
"127687",1969,1598,961,987,777,1372,1781,1675,885,785,1034,869
"4520",742,486,357,458,376,517,642,711,440,465,610,531
"3633",406,285,198,334,331,490,327,355,225,331,419,382
"105378651",18,11,7,10,16,15,11,13,13,15,27,18
"10946",3467,2463,1842,3092,2544,3606,2248,2686,1546,1714,2474,2163
"2275",120,118,63,147,106,158,156,176,113,246,319,260
"51118",1168,884,615,926,771,1122,852,973,555,696,910,760
"5453",4,0,0,0,2,0,13,18,10,6,6,17
"105378653",0,0,0,0,0,0,3,1,0,0,2,1
"105378655",0,0,0,0,0,0,0,1,0,0,0,0
"105378654",0,0,0,0,0,0,0,0,1,1,0,0
"339442",0,0,0,0,0,0,0,0,0,1,0,0
"64121",748,515,379,463,402,588,615,604,327,431,629,533
"100527950",531,396,292,356,291,409,344,360,207,174,265,227
"26292",523,392,290,350,287,403,333,350,197,171,253,223
"105378663",3,1,1,3,3,4,4,3,3,3,4,2
"81025",7,2,2,6,3,7,10,9,8,3,9,5
"54933",69,66,28,24,13,25,76,85,45,26,42,24
"105378662",18,17,7,12,7,7,24,21,16,8,15,14
"79647",2271,1580,1121,1284,1149,1772,2195,2659,1363,1919,2450,2123
"4725",5727,4848,3320,4019,3220,4581,3611,4750,2309,2134,3110,2717
"23499",5411,3293,2466,3501,3468,4835,4866,4890,3058,4804,6273,5217
"353500",302,184,152,201,183,298,244,285,153,182,278,195
"192217",4,3,3,2,1,4,5,2,2,1,2,1
"728448",312,191,160,249,224,304,239,330,148,183,274,215
"8761",4912,3412,2331,3961,3402,5143,3366,3690,2138,3149,3991,3426
"101929516",776,564,410,592,557,784,498,605,333,491,634,548
"677834",5,4,2,3,6,2,16,11,5,4,5,0
"26508",222,158,115,102,82,119,119,122,85,79,101,92
"84618",0,0,0,0,0,0,0,0,0,0,2,1
"51440",9,2,5,1,1,0,10,17,7,10,15,9
"10450",1556,1088,859,1177,972,1335,1034,1275,652,796,1140,916
"656",581,360,236,241,197,292,250,312,156,101,166,127
"64064",12,5,7,7,3,9,5,7,4,1,4,1
"101929536",16,6,10,6,6,10,4,9,5,4,5,6
"107985740",6,0,1,4,2,4,7,6,5,4,5,5
"105378667",3,0,1,1,0,0,0,4,1,0,1,0
"54802",608,489,315,416,356,516,512,552,327,435,576,519
"4610",42,31,18,23,14,26,97,115,56,84,110,92
"105378668",4,5,1,2,1,1,7,12,5,11,9,6
"84879",221,168,132,86,73,96,516,560,330,414,557,431
"105378669",4,7,1,4,2,5,18,10,6,7,13,7
"10487",7536,5501,3639,5461,4684,6685,4346,4896,2973,3135,4371,3643
"5538",6292,4498,3105,4597,3747,5592,3553,3938,2137,2144,3227,2543
"105378671",0,0,0,0,1,0,0,1,0,2,0,0
"6018",587,399,244,387,307,449,549,574,336,495,750,623
"127391",0,0,0,0,1,1,0,1,0,0,4,1
"10269",4496,2946,1994,2044,1777,2694,2522,2841,1565,1318,1870,1470
"1298",8,8,2,5,8,4,12,23,18,2,8,10
"64744",493,324,268,293,293,398,350,362,234,226,343,284
"65243",89,75,58,119,81,125,62,59,39,59,64,75
"339559",10,1,4,6,5,14,8,9,7,10,15,11
"105378672",20,10,8,7,7,7,8,13,6,10,7,10
"64789",175,120,93,151,158,216,132,166,79,102,202,150
"127396",97,56,60,43,37,82,68,72,30,57,67,55
"105378673",0,0,0,0,0,0,2,0,0,0,2,0
"9783",179,85,76,73,62,80,89,83,67,39,58,46
"105378675",2,3,1,1,3,1,0,2,0,2,1,1
"100130557",168,105,86,112,107,164,216,253,133,163,207,148
"4802",1490,1086,807,965,799,1164,1094,1320,716,738,1041,810
"407031",2,0,0,0,0,0,0,0,1,0,0,0
"9132",7,6,6,5,7,12,15,11,7,21,20,19
"105378676",0,0,0,0,0,0,2,2,1,0,1,1
"163732",1004,763,445,561,380,690,989,1364,840,1837,1813,1704
"1503",6071,4113,3052,3123,2759,3947,4806,5314,2975,2795,3871,3215
"100507178",207,138,102,136,111,154,224,236,135,162,230,173
"200172",226,167,117,117,95,157,252,233,151,156,222,175
"22955",674,491,332,588,499,773,498,536,304,491,711,563
"100132074",57,38,30,21,18,42,34,67,35,27,52,42
"101929901",4,5,3,1,2,7,6,3,7,5,7,3
"105378678",14,15,15,16,8,8,8,9,14,3,12,12
"1907",115,69,54,20,25,31,84,110,53,35,33,31
"59269",100,60,57,146,131,176,115,102,46,150,254,184
"2981",40,36,32,0,0,1,30,37,24,0,0,0
"2980",2,1,1,0,0,0,3,3,0,0,0,0
"22887",1485,986,679,821,779,1057,1321,1364,712,848,1161,972
"284716",284,218,127,46,55,60,113,167,95,15,43,13
"84217",43,33,14,31,25,36,22,28,17,34,31,42
"728621",308,233,159,154,148,193,235,281,164,135,201,134
"79717",1502,1074,697,885,670,1024,978,1165,598,530,698,563
"10465",1204,869,672,943,824,1167,721,927,547,518,821,620
"4904",32974,26111,17378,29514,22086,34120,15596,21134,13141,14656,19159,17489
"149461",1,6,4,2,3,3,7,11,5,2,6,1
"64175",1983,1440,865,1091,992,1320,1306,1350,790,680,1026,902
"79078",226,197,119,204,140,187,213,240,132,220,331,225
"105378683",4,5,1,4,2,2,9,2,1,1,2,6
"100129924",18,9,9,10,4,14,22,21,23,11,14,15
"107984946",3,4,2,3,2,3,1,4,2,4,1,2
"374969",256,166,107,141,111,142,129,174,82,89,111,106
"114625",547,357,275,291,273,408,305,321,223,178,246,202
"51058",447,326,222,302,239,325,380,381,243,206,288,200
"339539",0,5,2,0,2,0,2,5,4,1,3,6
"6513",4835,3209,2324,2611,2316,3420,3255,3742,2178,2340,3274,2760
"440584",10,16,8,8,8,4,21,7,7,5,13,2
"440585",16,4,3,4,3,10,9,17,9,5,17,10
"10969",5250,4279,2826,4760,3762,5315,3638,4262,2441,2750,4011,3386
"102465439",6,5,3,2,4,6,2,4,6,8,5,5
"149465",26,15,13,17,19,19,195,240,133,250,347,279
"105378685",3,2,2,2,1,5,3,5,1,3,4,4
"128218",0,0,0,0,0,0,0,1,1,0,2,0
"149466",0,0,0,0,0,0,6,2,3,0,3,1
"7075",1,1,0,0,0,0,1,2,0,2,1,5
"4352",17,21,11,8,17,12,17,28,14,12,11,9
"105378687",23,30,13,16,17,13,29,31,23,11,20,9
"991",4819,3679,2616,4807,4009,5717,2883,3130,1820,2213,3273,2909
"64834",5787,4143,2877,3370,2901,4110,3438,4248,2434,1969,3068,2451
"102466723",9,5,3,5,2,3,12,9,6,4,5,2
"112268225",51,23,22,44,26,54,40,57,39,47,40,55
"112950",929,726,500,571,490,731,796,751,458,446,680,530
"107984947",158,111,86,91,81,110,98,117,64,74,130,109
"23334",1016,635,433,675,699,987,755,895,506,771,1148,881
"100873952",54,32,26,33,30,39,36,52,23,36,57,40
"102465440",0,0,1,0,1,1,0,0,0,1,1,1
"81888",322,222,176,265,253,347,238,322,194,288,420,334
"5792",11793,7359,5319,9169,8619,12437,6291,6720,4138,5714,8315,6640
"9682",1678,1093,831,1159,1056,1601,1474,1424,849,1193,1725,1397
"100132774",271,166,114,155,143,233,197,193,121,167,235,179
"6487",180,150,107,169,158,238,172,180,108,192,233,214
"101929592",1,0,3,2,1,0,0,4,0,2,4,1
"102464830",0,0,0,1,0,0,0,0,0,0,0,0
"9048",47,30,23,48,41,51,34,61,23,46,63,46
"105378688",31,21,23,16,17,38,28,40,32,19,38,17
"101929609",122,82,65,86,75,108,79,87,69,54,82,64
"9670",1236,895,675,732,721,976,785,897,471,522,871,635
"1802",1379,952,671,1096,871,1278,1035,1140,610,668,1034,810
"533",4429,3510,2299,2420,2166,3107,3220,3556,1833,1539,2211,1879
"8704",1964,1500,1107,1821,1486,2236,1213,1554,924,1051,1522,1326
"149473",297,242,174,192,144,193,240,275,134,136,207,162
"6536",918,609,430,687,548,814,611,795,448,434,607,466
"107984948",29,16,15,19,12,8,16,25,19,7,14,15
"128209",52,27,28,28,24,24,29,39,27,16,30,34
"105378952",0,0,0,0,0,0,3,1,1,1,4,6
"55929",1215,934,680,791,627,857,936,1034,560,525,735,656
"79033",1750,1283,936,1090,855,1364,987,1116,650,571,773,698
"100874278",28,22,9,21,25,19,24,29,8,19,31,17
"55182",1432,1043,768,1044,891,1362,795,953,572,648,804,666
"107984950",476,340,251,327,257,411,270,306,182,182,245,196
"79639",221,166,123,102,93,116,131,184,82,65,89,71
"109623472",0,2,0,0,0,1,0,0,0,0,0,0
"339541",71,48,31,32,36,41,40,48,27,36,48,38
"105378690",16,10,9,13,13,9,11,10,4,8,12,6
"26828",2,1,3,3,0,5,0,2,0,0,1,1
"26830",0,1,0,0,1,0,2,4,3,1,1,0
